,country,cluster_id,competitor_entry_date
249,country_16,ID_1397,2014-10-01
250,country_21,ID_1749,2009-03-01
251,country_37,ID_570,2018-11-01
252,country_13,ID_1238,2017-11-01
255,country_15,ID_942,2016-06-01
256,country_32,ID_2636,2015-02-01
257,country_15,ID_942,2017-07-01
258,country_41,ID_3107,2001-10-01
259,country_15,ID_879,2011-11-01
260,country_20,ID_1668,2015-02-01
261,country_41,ID_3087,1998-03-01
262,country_21,ID_1762,2015-06-01
263,country_14,ID_1349,2008-10-01
265,country_35,ID_1157,2012-10-01
266,country_4,ID_308,2010-09-01
267,country_24,ID_1983,2013-05-01
268,country_6,ID_519,2014-04-01
269,country_35,ID_1130,2005-05-01
270,country_24,ID_2014,2020-03-01
271,country_14,ID_1315,2006-11-01
273,country_14,ID_1321,2018-06-01
274,country_22,ID_1825,2002-08-01
275,country_1,ID_180,2018-07-01
276,country_33,ID_2749,2018-07-01
278,country_40,ID_2886,2022-03-01
279,country_15,ID_898,2008-07-01
280,country_15,ID_916,2019-02-01
281,country_21,ID_1757,2022-02-01
282,country_16,ID_1419,2022-02-01
283,country_35,ID_1177,2018-10-01
284,country_1,ID_226,2008-04-01
285,country_38,ID_2938,2016-08-01
286,country_42,ID_3019,2014-05-01
288,country_21,ID_1752,2016-07-01
289,country_4,ID_326,2022-02-01
290,country_38,ID_2978,2020-07-01
291,country_42,ID_3044,2006-07-01
292,country_41,ID_3112,2021-11-01
294,country_22,ID_1846,2015-10-01
295,country_38,ID_2938,2013-06-01
297,country_16,ID_1446,2014-02-01
298,country_6,ID_478,2000-02-01
300,country_4,ID_319,2019-10-01
301,country_15,ID_898,2012-09-01
302,country_1,ID_228,2015-03-01
303,country_6,ID_496,2006-10-01
304,country_15,ID_902,2009-11-01
305,country_41,ID_3112,2021-08-01
306,country_37,ID_555,2020-07-01
307,country_35,ID_1145,2001-04-01
308,country_38,ID_2950,2002-04-01
309,country_38,ID_2978,2021-11-01
310,country_14,ID_1336,2022-02-01
311,country_18,ID_1559,2012-12-01
312,country_15,ID_905,2014-05-01
313,country_13,ID_1244,2013-12-01
314,country_15,ID_905,2006-03-01
315,country_10,ID_803,2017-01-01
317,country_21,ID_1760,2021-05-01
319,country_14,ID_1289,2018-06-01
320,country_20,ID_1666,2017-10-01
321,country_14,ID_1349,2018-09-01
322,country_31,ID_2474,2016-01-01
324,country_5,ID_431,2012-01-01
325,country_6,ID_495,2014-02-01
327,country_20,ID_1666,2008-06-01
328,country_21,ID_1757,2021-10-01
329,country_20,ID_1638,2009-08-01
330,country_41,ID_3103,2021-09-01
331,country_21,ID_1768,2018-07-01
332,country_36,ID_2562,2017-11-01
333,country_38,ID_2938,2017-10-01
334,country_6,ID_483,2001-04-01
336,country_22,ID_1831,2013-06-01
337,country_15,ID_889,1995-02-01
338,country_18,ID_1591,1998-03-01
339,country_6,ID_484,2014-02-01
340,country_41,ID_3112,2017-05-01
341,country_21,ID_1740,2004-09-01
342,country_10,ID_824,2017-05-01
343,country_37,ID_549,2014-03-01
345,country_38,ID_2938,2020-11-01
346,country_35,ID_1177,2016-09-01
347,country_24,ID_2014,2021-11-01
348,country_4,ID_338,2021-11-01
349,country_42,ID_3031,2014-01-01
350,country_38,ID_2922,2006-09-01
351,country_37,ID_576,2018-10-01
352,country_6,ID_487,2018-09-01
355,country_38,ID_2931,2001-12-01
356,country_13,ID_1238,2002-08-01
357,country_21,ID_1768,2019-12-01
358,country_34,ID_3174,2015-04-01
359,country_20,ID_1645,2014-10-01
360,country_15,ID_917,2021-06-01
362,country_35,ID_1189,2016-01-01
363,country_13,ID_1244,2008-03-01
364,country_15,ID_942,2008-06-01
365,country_16,ID_1447,2017-08-01
366,country_37,ID_566,2014-09-01
367,country_37,ID_566,2020-08-01
368,country_6,ID_487,2009-08-01
369,country_35,ID_1120,2006-11-01
370,country_14,ID_1320,1996-01-01
371,country_20,ID_1644,2017-10-01
372,country_31,ID_2501,2015-04-01
373,country_6,ID_478,2010-06-01
375,country_41,ID_3087,1999-01-01
376,country_14,ID_1312,2006-08-01
377,country_32,ID_2664,1990-04-01
378,country_42,ID_3023,2006-11-01
379,country_37,ID_566,2022-04-01
380,country_35,ID_1188,2014-05-01
381,country_2,ID_127,2015-05-01
382,country_24,ID_2014,2002-06-01
383,country_2,ID_127,2016-06-01
384,country_42,ID_3042,2021-05-01
385,country_20,ID_1638,2012-04-01
386,country_0,ID_62,2020-09-01
387,country_42,ID_3016,2001-06-01
388,country_30,ID_2417,2019-02-01
389,country_20,ID_1666,2020-08-01
390,country_4,ID_316,2011-09-01
391,country_32,ID_2658,2011-08-01
392,country_14,ID_1315,2014-08-01
393,country_2,ID_127,2012-12-01
395,country_21,ID_1753,2015-12-01
396,country_38,ID_2931,2005-10-01
397,country_21,ID_1762,2018-05-01
398,country_20,ID_1666,2017-12-01
399,country_35,ID_1177,1999-10-01
400,country_20,ID_1644,2000-06-01
401,country_30,ID_2404,2006-02-01
402,country_22,ID_1825,2000-10-01
404,country_6,ID_472,2006-11-01
405,country_35,ID_1132,2015-11-01
406,country_20,ID_1666,2016-03-01
408,country_22,ID_1858,2014-09-01
409,country_20,ID_1638,2008-03-01
410,country_7,ID_675,2014-06-01
411,country_42,ID_3032,2014-04-01
412,country_21,ID_1762,2016-01-01
413,country_16,ID_1402,2019-04-01
414,country_32,ID_2639,2013-01-01
416,country_6,ID_488,2021-05-01
418,country_22,ID_1849,2014-02-01
419,country_42,ID_3062,2021-10-01
420,country_24,ID_2014,2009-10-01
422,country_32,ID_2616,2018-06-01
423,country_15,ID_942,1998-12-01
424,country_4,ID_319,2018-05-01
425,country_15,ID_926,2020-12-01
426,country_14,ID_1332,2017-09-01
427,country_15,ID_911,2014-10-01
428,country_14,ID_1312,2008-08-01
429,country_38,ID_2976,2004-10-01
430,country_7,ID_658,2015-12-01
431,country_24,ID_1979,2013-03-01
434,country_20,ID_1635,2014-10-01
436,country_33,ID_2714,2018-11-01
438,country_6,ID_515,1999-07-01
439,country_6,ID_476,1995-05-01
440,country_32,ID_2669,2015-06-01
441,country_6,ID_459,2003-05-01
442,country_14,ID_1315,1999-03-01
443,country_22,ID_1831,2020-08-01
445,country_42,ID_3035,2017-02-01
446,country_16,ID_1437,2022-03-01
447,country_22,ID_1856,2017-04-01
448,country_24,ID_2000,2013-08-01
449,country_1,ID_226,2003-02-01
450,country_18,ID_1594,2012-09-01
451,country_4,ID_321,1999-01-01
452,country_16,ID_1389,2021-06-01
454,country_22,ID_1876,2020-04-01
455,country_21,ID_1778,2021-11-01
457,country_21,ID_1774,2009-04-01
458,country_37,ID_565,2019-09-01
459,country_30,ID_2404,2022-04-01
461,country_41,ID_3082,2002-03-01
463,country_35,ID_1136,2008-10-01
464,country_21,ID_1761,2019-02-01
465,country_6,ID_484,2010-11-01
467,country_16,ID_1393,2014-02-01
468,country_22,ID_1831,2017-03-01
469,country_15,ID_924,2021-10-01
471,country_18,ID_1592,2001-09-01
472,country_7,ID_642,2019-03-01
473,country_22,ID_1854,2018-08-01
475,country_31,ID_2494,2022-04-01
476,country_20,ID_1641,2014-06-01
477,country_16,ID_1401,2019-09-01
478,country_16,ID_1389,2014-08-01
479,country_22,ID_1856,2016-12-01
480,country_20,ID_1638,2007-05-01
482,country_4,ID_325,2002-10-01
483,country_15,ID_905,2018-01-01
484,country_0,ID_27,2013-08-01
485,country_13,ID_1269,2014-03-01
486,country_38,ID_2942,2020-06-01
487,country_16,ID_1402,2015-03-01
489,country_6,ID_482,2008-04-01
490,country_22,ID_1858,2018-04-01
491,country_35,ID_1187,2021-12-01
492,country_10,ID_840,2020-11-01
494,country_4,ID_312,2010-05-01
495,country_1,ID_203,2020-01-01
496,country_16,ID_1419,2021-11-01
498,country_14,ID_1315,2001-10-01
499,country_35,ID_1155,2011-09-01
500,country_4,ID_313,1998-02-01
501,country_29,ID_2326,2017-08-01
505,country_32,ID_2638,2021-06-01
506,country_36,ID_2595,2018-11-01
507,country_18,ID_1555,2011-11-01
508,country_0,ID_62,2022-03-01
510,country_18,ID_1567,2004-01-01
511,country_21,ID_1757,2009-01-01
512,country_36,ID_2595,2003-09-01
515,country_21,ID_1763,2016-02-01
517,country_41,ID_3104,2012-05-01
518,country_41,ID_3082,2016-12-01
519,country_15,ID_898,2015-10-01
522,country_38,ID_2964,2016-02-01
523,country_35,ID_1125,2022-03-01
524,country_40,ID_2880,2020-04-01
525,country_42,ID_3064,2016-08-01
527,country_34,ID_3220,2019-04-01
528,country_34,ID_3197,2002-04-01
530,country_15,ID_927,2019-06-01
532,country_16,ID_1421,2021-09-01
533,country_41,ID_3122,2019-03-01
534,country_15,ID_910,2014-11-01
535,country_35,ID_1150,2014-09-01
537,country_14,ID_1315,2019-03-01
538,country_37,ID_576,2021-12-01
539,country_14,ID_1298,2011-06-01
540,country_15,ID_903,2017-09-01
541,country_4,ID_320,2021-03-01
542,country_20,ID_1668,2021-05-01
543,country_35,ID_1112,1998-02-01
544,country_6,ID_484,2013-09-01
545,country_21,ID_1754,2015-03-01
547,country_15,ID_898,2014-09-01
548,country_22,ID_1837,2003-04-01
550,country_38,ID_2950,2019-08-01
552,country_35,ID_1155,2015-06-01
554,country_22,ID_1874,2011-03-01
555,country_22,ID_1839,2010-10-01
556,country_30,ID_2402,2014-09-01
558,country_22,ID_1858,2014-12-01
559,country_15,ID_927,2019-03-01
560,country_21,ID_1793,2008-10-01
561,country_37,ID_549,2007-12-01
562,country_32,ID_2660,1988-06-01
563,country_41,ID_3143,2013-10-01
564,country_41,ID_3087,1995-04-01
565,country_18,ID_1559,2009-05-01
566,country_35,ID_1150,2018-12-01
567,country_35,ID_1156,2019-09-01
568,country_21,ID_1731,1999-06-01
569,country_36,ID_2568,2014-11-01
571,country_9,ID_789,2019-06-01
572,country_13,ID_1245,2021-03-01
573,country_38,ID_2977,1994-01-01
575,country_30,ID_2434,2003-06-01
576,country_32,ID_2673,2013-04-01
579,country_4,ID_308,2010-12-01
580,country_20,ID_1639,2014-07-01
581,country_10,ID_840,2015-10-01
582,country_41,ID_3114,2022-01-01
584,country_5,ID_431,2003-06-01
585,country_21,ID_1753,2015-04-01
587,country_42,ID_3030,2013-07-01
589,country_29,ID_2331,2016-11-01
591,country_32,ID_2632,2014-09-01
592,country_6,ID_469,2018-02-01
593,country_6,ID_520,2015-10-01
594,country_4,ID_312,2007-08-01
595,country_16,ID_1373,2002-06-01
596,country_13,ID_1238,2014-05-01
598,country_30,ID_2434,2005-12-01
599,country_14,ID_1325,2022-01-01
601,country_35,ID_1144,2014-09-01
602,country_22,ID_1860,2018-11-01
603,country_36,ID_2562,2002-08-01
604,country_21,ID_1761,2010-09-01
605,country_42,ID_3017,1995-03-01
606,country_1,ID_207,2014-02-01
607,country_15,ID_905,2020-04-01
609,country_33,ID_2738,2021-05-01
610,country_13,ID_1244,2009-08-01
611,country_21,ID_1733,1999-03-01
613,country_35,ID_1122,2013-10-01
615,country_32,ID_2632,2011-01-01
616,country_21,ID_1763,2015-05-01
617,country_35,ID_1146,2015-07-01
618,country_15,ID_916,2013-11-01
620,country_33,ID_2717,2019-12-01
621,country_13,ID_1269,2010-04-01
622,country_1,ID_193,2021-08-01
623,country_15,ID_910,2008-10-01
624,country_20,ID_1666,2002-08-01
625,country_4,ID_326,2022-04-01
627,country_38,ID_2972,1998-09-01
628,country_9,ID_793,2019-06-01
629,country_30,ID_2404,2018-09-01
630,country_10,ID_843,2020-02-01
631,country_14,ID_1349,2004-09-01
633,country_38,ID_2936,2009-06-01
635,country_4,ID_331,2017-11-01
636,country_14,ID_1315,1998-03-01
637,country_20,ID_1644,2014-08-01
638,country_34,ID_3191,2011-10-01
639,country_30,ID_2391,2021-10-01
640,country_6,ID_487,2003-12-01
641,country_35,ID_1137,2015-08-01
644,country_16,ID_1407,2020-02-01
645,country_24,ID_2014,2018-12-01
647,country_15,ID_909,2020-01-01
649,country_2,ID_125,2015-09-01
650,country_18,ID_1546,1999-10-01
651,country_41,ID_3113,2014-03-01
652,country_35,ID_1156,2012-07-01
653,country_38,ID_2945,2019-05-01
654,country_21,ID_1768,2001-06-01
655,country_20,ID_1645,2015-07-01
656,country_21,ID_1755,2020-08-01
657,country_21,ID_1780,2009-08-01
658,country_29,ID_2334,2021-01-01
659,country_15,ID_902,2008-05-01
660,country_21,ID_1778,2021-09-01
661,country_21,ID_1768,2005-07-01
662,country_20,ID_1645,2006-11-01
663,country_2,ID_120,2022-02-01
666,country_4,ID_321,2001-04-01
667,country_37,ID_610,2015-01-01
668,country_6,ID_487,2011-12-01
669,country_35,ID_1138,2006-10-01
671,country_22,ID_1844,2018-09-01
673,country_37,ID_566,2007-10-01
674,country_42,ID_3064,2021-03-01
675,country_6,ID_476,2011-01-01
677,country_14,ID_1337,2020-12-01
678,country_15,ID_903,1991-03-01
679,country_14,ID_1349,2004-04-01
680,country_22,ID_1856,2019-03-01
681,country_10,ID_836,2016-10-01
682,country_14,ID_1315,2013-08-01
683,country_24,ID_1979,2018-10-01
684,country_16,ID_1389,2017-08-01
686,country_35,ID_1122,1996-08-01
687,country_4,ID_354,2019-02-01
688,country_14,ID_1313,2006-06-01
690,country_34,ID_3203,2001-02-01
691,country_24,ID_1998,2012-02-01
692,country_21,ID_1762,2015-05-01
693,country_18,ID_1568,2015-09-01
694,country_35,ID_1132,2007-06-01
695,country_7,ID_675,2009-05-01
696,country_4,ID_353,2008-09-01
697,country_29,ID_2318,2018-09-01
698,country_14,ID_1321,2014-05-01
700,country_41,ID_3098,2002-01-01
701,country_35,ID_1113,2003-09-01
702,country_6,ID_477,2018-06-01
703,country_20,ID_1644,1997-06-01
704,country_15,ID_951,2012-08-01
706,country_20,ID_1645,2005-09-01
707,country_20,ID_1642,2010-08-01
709,country_14,ID_1313,2000-12-01
710,country_30,ID_2404,2015-01-01
711,country_35,ID_1146,2001-06-01
712,country_41,ID_3121,2012-08-01
714,country_37,ID_580,2021-04-01
716,country_35,ID_1138,2011-04-01
717,country_18,ID_1591,2005-01-01
718,country_4,ID_353,2015-05-01
720,country_21,ID_1753,2007-01-01
721,country_42,ID_3003,2018-06-01
722,country_22,ID_1859,2020-06-01
723,country_22,ID_1876,2019-08-01
724,country_35,ID_1156,2016-03-01
725,country_1,ID_193,2017-11-01
726,country_22,ID_1853,2018-11-01
727,country_21,ID_1755,2009-04-01
728,country_6,ID_478,2020-05-01
729,country_37,ID_566,1995-12-01
730,country_41,ID_3122,2015-12-01
731,country_4,ID_319,2016-12-01
732,country_6,ID_499,2021-05-01
733,country_14,ID_1349,2021-02-01
734,country_38,ID_2946,2012-02-01
735,country_4,ID_307,2011-11-01
736,country_15,ID_900,2020-04-01
737,country_15,ID_910,1998-12-01
738,country_35,ID_1160,2022-04-01
740,country_20,ID_1641,2021-12-01
741,country_4,ID_315,2013-02-01
742,country_36,ID_2562,2019-12-01
744,country_24,ID_1999,2014-01-01
745,country_18,ID_1555,2009-01-01
747,country_32,ID_2622,1990-05-01
748,country_14,ID_1308,2008-01-01
749,country_14,ID_1349,2015-04-01
750,country_10,ID_821,2013-10-01
751,country_18,ID_1596,2003-02-01
752,country_38,ID_2973,2005-06-01
753,country_32,ID_2616,1996-05-01
754,country_32,ID_2663,2012-08-01
755,country_35,ID_1144,2018-12-01
756,country_21,ID_1749,2008-07-01
757,country_21,ID_1755,2011-09-01
758,country_16,ID_1401,2022-04-01
759,country_4,ID_325,2018-09-01
761,country_35,ID_1112,2001-01-01
762,country_36,ID_2568,2021-11-01
763,country_42,ID_3023,2008-07-01
765,country_30,ID_2448,2020-03-01
766,country_33,ID_2728,2021-03-01
767,country_4,ID_325,2018-09-01
768,country_16,ID_1403,2014-08-01
769,country_18,ID_1566,2003-03-01
770,country_35,ID_1158,2022-01-01
771,country_4,ID_321,2014-03-01
772,country_2,ID_125,2011-12-01
773,country_21,ID_1749,2014-05-01
774,country_21,ID_1754,2000-02-01
775,country_41,ID_3083,2005-12-01
776,country_1,ID_229,2021-07-01
777,country_42,ID_3003,1997-09-01
778,country_0,ID_24,2014-04-01
780,country_21,ID_1793,2001-07-01
781,country_6,ID_521,2021-06-01
782,country_4,ID_353,1999-07-01
783,country_20,ID_1641,2007-02-01
784,country_24,ID_2014,2012-04-01
785,country_21,ID_1763,2004-12-01
786,country_4,ID_302,2016-04-01
788,country_35,ID_1145,1991-04-01
789,country_18,ID_1592,2008-04-01
790,country_20,ID_1668,2009-07-01
791,country_22,ID_1874,2011-02-01
792,country_29,ID_2347,2020-05-01
793,country_18,ID_1572,2001-07-01
794,country_16,ID_1399,2011-08-01
796,country_20,ID_1666,2012-04-01
797,country_22,ID_1875,2014-02-01
798,country_35,ID_1130,2013-04-01
799,country_38,ID_2943,2002-07-01
800,country_21,ID_1797,2001-04-01
801,country_38,ID_2941,2019-03-01
803,country_20,ID_1638,2016-01-01
805,country_4,ID_313,2015-05-01
806,country_21,ID_1797,2015-02-01
807,country_6,ID_482,2003-12-01
808,country_38,ID_2978,2021-09-01
809,country_6,ID_496,2018-11-01
810,country_38,ID_2945,2022-03-01
811,country_35,ID_1177,2019-04-01
814,country_35,ID_1140,2011-03-01
816,country_21,ID_1761,2018-11-01
817,country_22,ID_1870,2019-12-01
819,country_37,ID_588,2019-12-01
821,country_42,ID_3022,2002-03-01
823,country_16,ID_1401,2020-05-01
824,country_40,ID_2879,2020-10-01
825,country_4,ID_320,2003-03-01
826,country_36,ID_2562,2019-03-01
828,country_42,ID_3024,2013-12-01
829,country_15,ID_942,2018-12-01
830,country_35,ID_1177,2019-06-01
831,country_22,ID_1842,2019-02-01
832,country_29,ID_2340,2020-11-01
835,country_4,ID_302,2018-05-01
837,country_16,ID_1389,2015-06-01
838,country_42,ID_3011,1995-05-01
839,country_21,ID_1776,2012-08-01
840,country_14,ID_1312,2007-07-01
841,country_37,ID_566,2016-12-01
842,country_34,ID_3193,2020-08-01
843,country_20,ID_1641,2022-02-01
845,country_22,ID_1846,2017-03-01
846,country_7,ID_679,2015-11-01
847,country_13,ID_1257,2020-08-01
848,country_38,ID_2942,2020-03-01
850,country_4,ID_337,2021-12-01
851,country_15,ID_910,2013-10-01
853,country_14,ID_1349,2013-11-01
854,country_31,ID_2494,2022-02-01
855,country_21,ID_1757,2014-10-01
856,country_14,ID_1315,2021-07-01
857,country_24,ID_2014,2016-03-01
859,country_15,ID_941,2020-10-01
860,country_21,ID_1762,2005-04-01
862,country_36,ID_2595,2021-08-01
866,country_14,ID_1314,2019-07-01
868,country_38,ID_2949,2021-01-01
869,country_34,ID_3180,2021-09-01
870,country_30,ID_2425,2021-04-01
873,country_2,ID_131,2009-12-01
874,country_6,ID_493,2019-12-01
875,country_21,ID_1802,2019-10-01
876,country_10,ID_830,2008-02-01
877,country_14,ID_1315,2022-04-01
878,country_41,ID_3090,1999-06-01
879,country_24,ID_2014,2008-01-01
880,country_24,ID_2014,2002-10-01
881,country_5,ID_431,2018-10-01
882,country_35,ID_1132,2001-10-01
883,country_22,ID_1842,2009-03-01
885,country_16,ID_1401,2017-10-01
886,country_14,ID_1320,2001-03-01
887,country_18,ID_1592,1997-09-01
889,country_32,ID_2631,2011-03-01
890,country_21,ID_1762,2021-06-01
891,country_35,ID_1132,2016-03-01
892,country_41,ID_3094,2020-03-01
893,country_4,ID_317,2002-10-01
895,country_14,ID_1332,2015-10-01
896,country_34,ID_3202,2012-04-01
897,country_42,ID_3024,2013-11-01
898,country_32,ID_2636,2012-09-01
899,country_20,ID_1670,2019-06-01
900,country_32,ID_2632,2017-01-01
901,country_6,ID_493,2012-06-01
903,country_21,ID_1803,2015-07-01
907,country_0,ID_24,2016-10-01
909,country_5,ID_432,2006-12-01
910,country_4,ID_299,2005-09-01
911,country_35,ID_1160,2021-11-01
912,country_18,ID_1553,1999-11-01
913,country_21,ID_1803,2015-03-01
917,country_29,ID_2335,2016-08-01
918,country_14,ID_1321,2014-02-01
919,country_38,ID_2943,2003-08-01
920,country_18,ID_1570,2020-09-01
921,country_4,ID_335,2007-05-01
922,country_29,ID_2336,2016-11-01
923,country_38,ID_2981,2021-08-01
925,country_14,ID_1315,2021-09-01
926,country_14,ID_1349,2016-10-01
927,country_35,ID_1177,2014-06-01
929,country_16,ID_1437,2017-08-01
